Record Length,2500,Points,-35.00000015E-3,16.0000008E-3,
Sample Interval,19.9999995E-6,s,-34.97999907E-3,16.0000008E-3,
Trigger Point,1.7500001E3,Samples,-34.96000171E-3,16.0000008E-3,
,,,-34.94000062E-3,16.0000008E-3,
,,,-34.91999954E-3,16.0000008E-3,
,,,-34.89999846E-3,16.0000008E-3,
Source,CH1,,-34.88000110E-3,16.0000008E-3,
Vertical Units,Volts,,-34.86000001E-3,16.0000008E-3,
Vertical Scale,200.00000950E-3,,-34.83999893E-3,16.0000008E-3,
Vertical Offset,0,,-34.82000157E-3,16.0000008E-3,
Horizontal Units,s,,-34.80000049E-3,16.0000008E-3,
Horizontal Scale,4.99999987E-3,,-34.77999941E-3,16.0000008E-3,
Pt Fmt,Y,,-34.75999832E-3,16.0000008E-3,
Yzero,-3.52000000,,-34.74000096E-3,16.0000008E-3,
Probe Atten,1.000000,,-34.71999988E-3,8.000000380E-3,
,,,-34.69999880E-3,8.000000380E-3,
Note,TDS 1001B - 12:41:07   29/10/2024,,-34.68000144E-3,16.0000008E-3,
,,,-34.66000035E-3,8.000000380E-3,
,,,-34.63999927E-3,8.000000380E-3,
,,,-34.62000191E-3,8.000000380E-3,
,,,-34.60000083E-3,16.0000008E-3,
,,,-34.57999974E-3,8.000000380E-3,
,,,-34.55999866E-3,8.000000380E-3,
,,,-34.54000130E-3,8.000000380E-3,
,,,-34.52000022E-3,16.0000008E-3,
,,,-34.49999914E-3,16.0000008E-3,
,,,-34.48000178E-3,8.000000380E-3,
,,,-34.46000069E-3,8.000000380E-3,
,,,-34.43999961E-3,16.0000008E-3,
,,,-34.41999853E-3,16.0000008E-3,
,,,-34.40000117E-3,8.000000380E-3,
,,,-34.38000008E-3,16.0000008E-3,
,,,-34.35999900E-3,8.000000380E-3,
,,,-34.34000164E-3,16.0000008E-3,
,,,-34.32000056E-3,16.0000008E-3,
,,,-34.29999948E-3,16.0000008E-3,
,,,-34.27999839E-3,16.0000008E-3,
,,,-34.26000103E-3,16.0000008E-3,
,,,-34.23999995E-3,16.0000008E-3,
,,,-34.21999887E-3,16.0000008E-3,
,,,-34.20000151E-3,16.0000008E-3,
,,,-34.18000042E-3,16.0000008E-3,
,,,-34.15999934E-3,8.000000380E-3,
,,,-34.14000198E-3,8.000000380E-3,
,,,-34.12000090E-3,16.0000008E-3,
,,,-34.09999982E-3,16.0000008E-3,
,,,-34.07999873E-3,16.0000008E-3,
,,,-34.06000137E-3,16.0000008E-3,
,,,-34.04000029E-3,16.0000008E-3,
,,,-34.01999921E-3,16.0000008E-3,
